team1,team2,city,date,toss_winner,first_batting,team1_player1,team1_player2,team1_player3,team1_player4,team1_player5,team1_player6,team1_player7,team1_player8,team1_player9,team1_player10,team1_player11,team2_player1,team2_player2,team2_player3,team2_player4,team2_player5,team2_player6,team2_player7,team2_player8,team2_player9,team2_player10,team2_player11,match_winner
India,Pakistan,Mirpur,14 June 2008,1,1,Salman Butt,Kamran Akmal,Younis Khan,MisbahulHaq,Shahid Afridi,Shoaib Malik,Mohammad Yousuf,Sohail Tanvir,Umar Gul,Iftikhar Anjum,Fawad Alam,G Gambhir,V Sehwag,RG Sharma,YK Pathan,Yuvraj Singh,SK Raina,MS Dhoni,IK Pathan,P Kumar,PP Chawla,I Sharma,1
England,New Zealand,Chester-le-Street,15 June 2008,1,0,IR Bell,LJ Wright,KP Pietersen,RS Bopara,PD Collingwood,OA Shah,TR Ambrose,GP Swann,SCJ Broad,JM Anderson,RJ Sidebottom,JM How,BB McCullum,JAH Marshall,LRPL Taylor,SB Styris,DR Flynn,GJ Hopkins,DL Vettori,KD Mills,TG Southee,MJ Mason,0
England,New Zealand,Bristol,21 June 2008,1,1,JM How,BB McCullum,LRPL Taylor,SB Styris,DR Flynn,GD Elliott,GJ Hopkins,DL Vettori,KD Mills,TG Southee,MR Gillespie,IR Bell,LJ Wright,KP Pietersen,RS Bopara,PD Collingwood,OA Shah,TR Ambrose,GP Swann,SCJ Broad,CT Tremlett,JM Anderson,1
Bangladesh,United Arab Emirates,Lahore,24 June 2008,1,0,Tamim Iqbal,Nazimuddin,Mohammad Ashraful,Raqibul Hasan,Alok Kapali,Mashrafe Mortaza,Mahmudullah,Mushfiqur Rahim,Dolar Mahmud,Abdur Razzak,Shahadat Hossain,Amjad Javed,Arshad Ali,IPP Batuwitarachchi,Amjad Ali,Saqib Ali,Khurram Khan,V Shetty,Mohammad Tauqir,EHSN Silva,Zahid Shah,Fahad Alhashmi,0
Pakistan,Hong Kong,Karachi,24 June 2008,1,0,Salman Butt,Shoaib Malik,Younis Khan,Mohammad Yousuf,MisbahulHaq,Fawad Alam,Shahid Afridi,Sarfraz Ahmed,Sohail Tanvir,Umar Gul,Iftikhar Anjum,Tabarak Dar,Skhawat Ali,Irfan Ahmed,KH Butt,CK Kruger,Zain Abbas,JJ Atkinson,Munir Dar,Najeeb Amar,Nadeem Ahmed,Afzaal Haider,0
West Indies,Australia,Kingstown,24 June 2008,1,1,SE Marsh,SR Watson,RT Ponting,MJ Clarke,MEK Hussey,BJ Haddin,CL White,JR Hopes,B Lee,MG Johnson,NW Bracken,XM Marshall,CH Gayle,RR Sarwan,ADS Fletcher,DJ Bravo,KA Pollard,D Ramdin,DJG Sammy,JE Taylor,SJ Benn,FH Edwards,1
Bangladesh,Sri Lanka,Lahore,25 June 2008,1,1,ST Jayasuriya,KC Sangakkara,DPMD Jayawardene,CK Kapugedera,LPC Silva,TM Dilshan,WPUJC Vaas,KMDN Kulasekara,BAW Mendis,M Muralitharan,CRD Fernando,Tamim Iqbal,Nazimuddin,Mohammad Ashraful,Raqibul Hasan,Mushfiqur Rahim,Alok Kapali,Mahmudullah,Mashrafe Mortaza,Abdur Razzak,Dolar Mahmud,Shahadat Hossain,1
Hong Kong,India,Karachi,25 June 2008,1,1,G Gambhir,V Sehwag,RG Sharma,MS Dhoni,SK Raina,RV Uthappa,YK Pathan,PP Chawla,P Kumar,RP Singh,MS Gony,Tabarak Dar,Skhawat Ali,JJ Atkinson,KH Butt,CK Kruger,Irfan Ahmed,JPR Lamsam,Munir Dar,Najeeb Amar,Afzaal Haider,Nadeem Ahmed,1
England,New Zealand,London,25 June 2008,1,0,IR Bell,LJ Wright,KP Pietersen,RS Bopara,PD Collingwood,OA Shah,TR Ambrose,GP Swann,SCJ Broad,RJ Sidebottom,JM Anderson,JM How,BB McCullum,LRPL Taylor,SB Styris,DR Flynn,JDP Oram,GD Elliott,DL Vettori,KD Mills,TG Southee,MR Gillespie,1
Pakistan,India,Karachi,26 June 2008,1,0,Salman Butt,Shoaib Malik,Younis Khan,Mohammad Yousuf,MisbahulHaq,Shahid Afridi,Sohail Tanvir,Fawad Alam,Sarfraz Ahmed,Umar Gul,Iftikhar Anjum,G Gambhir,V Sehwag,SK Raina,Yuvraj Singh,MS Dhoni,RG Sharma,YK Pathan,PP Chawla,P Kumar,RP Singh,I Sharma,1
Sri Lanka,United Arab Emirates,Lahore,26 June 2008,1,0,KC Sangakkara,ML Udawatte,DPMD Jayawardene,CK Kapugedera,LPC Silva,TM Dilshan,K Weeraratne,T Thushara,KMDN Kulasekara,BAW Mendis,CRD Fernando,Amjad Ali,Arshad Ali,IPP Batuwitarachchi,Saqib Ali,Khurram Khan,Mohammad Tauqir,N Fernandes,Alawi Shukri,Zahid Shah,Fahad Alhashmi,Aman Ali,0
West Indies,Australia,St George's,27 June 2008,1,1,SE Marsh,SR Watson,RT Ponting,MJ Clarke,MEK Hussey,CL White,JR Hopes,L Ronchi,B Lee,MG Johnson,NW Bracken,XM Marshall,CH Gayle,ADS Fletcher,S Chanderpaul,DJ Bravo,PA Browne,KA Pollard,DJG Sammy,DBL Powell,SJ Benn,JE Taylor,1
England,New Zealand,London,28 June 2008,1,1,JM How,BB McCullum,LRPL Taylor,SB Styris,DR Flynn,JDP Oram,GD Elliott,DL Vettori,KD Mills,TG Southee,MR Gillespie,IR Bell,AN Cook,KP Pietersen,RS Bopara,OA Shah,LJ Wright,TR Ambrose,GP Swann,SCJ Broad,RJ Sidebottom,JM Anderson,1
Bangladesh,India,Karachi,28 June 2008,1,0,Tamim Iqbal,Nazimuddin,Mohammad Ashraful,Raqibul Hasan,Mushfiqur Rahim,Alok Kapali,Mahmudullah,Farhad Reza,Mashrafe Mortaza,Abdur Razzak,Shahadat Hossain,G Gambhir,RV Uthappa,RG Sharma,SK Raina,Yuvraj Singh,YK Pathan,MS Dhoni,RP Singh,I Sharma,PP Ojha,MS Gony,1
Canada,Bermuda,King City,28 June 2008,1,0,GEF Barnett,AM Samad,A Bagai,IS Billcliff,ZE Surkari,S Dhaniram,Qaiser Ali,U Bhatti,SR Welsh,H Osinde,HS Baidwan,CR Foggo,SD Outerbridge,OO Bascome,JJ Celestine,IH Romaine,RJ Trott,J Edness,GH OBrien,RD Steede,TE Tucker,RDM Leverock,1
Pakistan,Sri Lanka,Karachi,29 June 2008,1,1,ST Jayasuriya,KC Sangakkara,DPMD Jayawardene,CK Kapugedera,LPC Silva,T Thushara,TM Dilshan,WPUJC Vaas,KMDN Kulasekara,BAW Mendis,M Muralitharan,Salman Butt,Shoaib Malik,Younis Khan,Mohammad Yousuf,MisbahulHaq,Shahid Afridi,Mansoor Amjad,Sarfraz Ahmed,Sohail Tanvir,Iftikhar Anjum,Wahab Riaz,1
West Indies,Australia,St George's,29 June 2008,1,0,CH Gayle,XM Marshall,RR Sarwan,S Chanderpaul,DJ Bravo,ADS Fletcher,D Ramdin,DJG Sammy,DBL Powell,FH Edwards,SJ Benn,SE Marsh,SR Watson,RT Ponting,MJ Clarke,A Symonds,MEK Hussey,L Ronchi,JR Hopes,B Lee,MG Johnson,NW Bracken,1
Canada,Bermuda,King City,29 June 2008,1,1,CR Foggo,OO Bascome,JJ Celestine,SD Outerbridge,IH Romaine,RJ Trott,J Edness,RD Steede,GH OBrien,RDM Leverock,TE Tucker,GEF Barnett,AM Samad,TC Bastiampillai,A Bagai,IS Billcliff,Qaiser Ali,S Dhaniram,HS Baidwan,H Osinde,Sami Faridi,U Bhatti,1
Bangladesh,Sri Lanka,Karachi,30 June 2008,1,1,ST Jayasuriya,KC Sangakkara,DPMD Jayawardene,CK Kapugedera,LPC Silva,TM Dilshan,WPUJC Vaas,T Thushara,KMDN Kulasekara,BAW Mendis,M Muralitharan,Tamim Iqbal,Nazimuddin,Mohammad Ashraful,Raqibul Hasan,Mushfiqur Rahim,Alok Kapali,Mahmudullah,Abdur Razzak,Farhad Reza,Mashrafe Mortaza,Shahadat Hossain,1
Ireland,New Zealand,Aberdeen,1 July 2008,1,1,JAH Marshall,BB McCullum,LRPL Taylor,DR Flynn,JDP Oram,MJ Mason,DL Vettori,GJ Hopkins,TG Southee,JS Patel,GD Elliott,R Strydom,GC Wilson,PR Stirling,AC Botha,AR White,RS Haire,AD Poynter,WK McCallan,GE Kidd,PC Connell,PS Eaglestone,1
Canada,Bermuda,King City,1 July 2008,1,0,R Gunasekera,AM Samad,TC Bastiampillai,A Bagai,IS Billcliff,S Dhaniram,S Thuraisingam,Qaiser Ali,E Katchay,HS Baidwan,Sami Faridi,CR Foggo,OO Bascome,JJ Celestine,SD Outerbridge,IH Romaine,RJ Trott,J Edness,KC Hodsoll,DAW Hollis,TE Tucker,M Smith,0
Scotland,Ireland,Aberdeen,2 July 2008,1,1,R Strydom,GC Wilson,PR Stirling,AC Botha,AR White,RS Haire,AD Poynter,WK McCallan,MJ Fourie,PC Connell,GE Kidd,GM Hamilton,RR Watson,MQ Sheikh,CJO Smith,DF Watts,NFI McCallum,RD Berrington,JD Nel,G Goudie,GA Rogers,JAR Blain,0
Pakistan,India,Karachi,2 July 2008,1,1,G Gambhir,V Sehwag,SK Raina,Yuvraj Singh,MS Dhoni,RG Sharma,YK Pathan,IK Pathan,P Kumar,PP Chawla,I Sharma,Salman Butt,Nasir Jamshed,Younis Khan,Mohammad Yousuf,MisbahulHaq,Shahid Afridi,Abdur Rauf,Sarfraz Ahmed,Sohail Tanvir,Iftikhar Anjum,Saeed Ajmal,0
Scotland,New Zealand,Aberdeen,3 July 2008,1,0,GM Hamilton,RR Watson,MQ Sheikh,NS Poonia,CJO Smith,NFI McCallum,RD Berrington,JAR Blain,GA Rogers,G Goudie,JD Nel,PG Fulton,BB McCullum,LRPL Taylor,SB Styris,DR Flynn,JDP Oram,DL Vettori,GD Elliott,MJ Mason,TG Southee,MR Gillespie,1
India,Sri Lanka,Karachi,3 July 2008,1,1,ST Jayasuriya,KC Sangakkara,DPMD Jayawardene,CK Kapugedera,LPC Silva,TM Dilshan,K Weeraratne,T Thushara,KMDN Kulasekara,M Muralitharan,CRD Fernando,G Gambhir,V Sehwag,SK Raina,MS Dhoni,Yuvraj Singh,RG Sharma,IK Pathan,P Kumar,PP Ojha,RP Singh,I Sharma,0
Pakistan,Bangladesh,Karachi,4 July 2008,1,1,Tamim Iqbal,Nazimuddin,Mohammad Ashraful,Raqibul Hasan,Mushfiqur Rahim,Alok Kapali,Mahmudullah,Farhad Reza,Mashrafe Mortaza,Abdur Razzak,Shahadat Hossain,Salman Butt,Nasir Jamshed,Younis Khan,Mohammad Yousuf,MisbahulHaq,Shoaib Malik,Sarfraz Ahmed,Abdur Rauf,Sohail Tanvir,Iftikhar Anjum,Saeed Ajmal,0
West Indies,Australia,Basseterre,4 July 2008,1,1,SE Marsh,SR Watson,MEK Hussey,MJ Clarke,A Symonds,DJ Hussey,JR Hopes,L Ronchi,B Lee,MG Johnson,NW Bracken,CH Gayle,XM Marshall,RR Sarwan,S Chanderpaul,DJ Bravo,SE Findlay,D Ramdin,DJG Sammy,DBL Powell,FH Edwards,NO Miller,1
India,Sri Lanka,Karachi,6 July 2008,1,1,ST Jayasuriya,KC Sangakkara,DPMD Jayawardene,CK Kapugedera,LPC Silva,TM Dilshan,WPUJC Vaas,KMDN Kulasekara,T Thushara,BAW Mendis,M Muralitharan,G Gambhir,V Sehwag,SK Raina,Yuvraj Singh,MS Dhoni,RG Sharma,RV Uthappa,IK Pathan,RP Singh,PP Ojha,I Sharma,1
West Indies,Australia,Basseterre,6 July 2008,1,1,SE Marsh,SR Watson,L Ronchi,MJ Clarke,MEK Hussey,A Symonds,DJ Hussey,JR Hopes,B Lee,MG Johnson,NW Bracken,CH Gayle,XM Marshall,RR Sarwan,S Chanderpaul,SE Findlay,DJ Bravo,ADS Fletcher,D Ramdin,DBL Powell,NO Miller,FH Edwards,1
Ireland,Netherlands,Dublin,28 July 2008,1,1,DJ Reekers,TN de Grooth,Mudassar Bukhari,DLS van Bunge,ES Szwarczynski,PW Borren,HJC Mol,GMC Mol,J Smits,E Schiferli,PM Seelaar,WTS Porterfield,GC Wilson,NJ OBrien,AC Botha,AR White,R Strydom,KJ OBrien,AR Cusack,WK McCallan,PC Connell,GE Kidd,0
Netherlands,Scotland,Dublin,29 July 2008,1,0,DJ Reekers,TN de Grooth,DLS van Bunge,RN ten Doeschate,ES Szwarczynski,PW Borren,HJC Mol,J Smits,Mudassar Bukhari,E Schiferli,PM Seelaar,GM Hamilton,RR Watson,MQ Sheikh,CJO Smith,DF Watts,NFI McCallum,RD Berrington,GD Drummond,JAR Blain,JD Nel,GA Rogers,1
Ireland,Scotland,Dublin,31 July 2008,1,1,GM Hamilton,RR Watson,MQ Sheikh,CJO Smith,DF Watts,NFI McCallum,RD Berrington,RM Haq,JAR Blain,GD Drummond,JD Nel,WTS Porterfield,GC Wilson,NJ OBrien,AC Botha,KJ OBrien,R Strydom,AR White,AR Cusack,MJ Fourie,WK McCallan,PC Connell,0
Netherlands,Bermuda,Amstelveen,8 August 2008,1,1,CR Foggo,OO Bascome,J Edness,SD Outerbridge,JJ Celestine,IH Romaine,RJ Trott,RDM Leverock,SKW Kelly,TE Tucker,KC Hodsoll,DJ Reekers,TN de Grooth,ES Szwarczynski,RN ten Doeschate,PW Borren,LW Stokkers,GMC Mol,Mudassar Bukhari,Adeel Raja,E Schiferli,J Smits,0
Sri Lanka,India,Rangiri Dambulla International Stadium,18 August 2008,1,1,G Gambhir,V Kohli,SK Raina,Yuvraj Singh,RG Sharma,MS Dhoni,IK Pathan,Harbhajan Singh,Z Khan,PP Ojha,MM Patel,ST Jayasuriya,KC Sangakkara,DPMD Jayawardene,CK Kapugedera,LPC Silva,TM Dilshan,WPUJC Vaas,KMDN Kulasekara,T Thushara,BAW Mendis,M Muralitharan,0
Canada,Bermuda,King City,18 August 2008,1,0,Mohammad Iqbal,Rizwan Cheema,A Bagai,AM Samad,RR David,S Dhaniram,AA Mulla,K Jethi,HS Baidwan,E Katchay,H Osinde,OO Bascome,J Edness,CRM Douglas,SD Outerbridge,LOB Cann,DCC Borden,IH Romaine,RJ Trott,GH OBrien,SKW Kelly,RDM Leverock,0
Sri Lanka,India,Rangiri Dambulla International Stadium,20 August 2008,1,0,ST Jayasuriya,KC Sangakkara,DPMD Jayawardene,CK Kapugedera,LPC Silva,TM Dilshan,KMDN Kulasekara,T Thushara,BAW Mendis,CRD Fernando,M Muralitharan,IK Pathan,V Kohli,SK Raina,Yuvraj Singh,MS Dhoni,RG Sharma,S Badrinath,Harbhajan Singh,Z Khan,P Kumar,MM Patel,1
Bermuda,West Indies,King City,20 August 2008,1,0,OO Bascome,J Edness,CRM Douglas,SD Outerbridge,IH Romaine,LOB Cann,DCC Borden,RJ Trott,RDM Leverock,RD Steede,SKW Kelly,XM Marshall,S Chattergoon,LR Johnson,SE Findlay,BP Nash,RR Sarwan,JE Taylor,DBL Powell,KAJ Roach,NO Miller,CS Baugh,1
Netherlands,Kenya,Rotterdam,21 August 2008,1,1,KO Otieno,AA Obanda,SO Tikolo,MA Ouma,TM Odoyo,JK Kamande,NN Odhiambo,PJ Ongondo,AO Suji,HA Varaiya,RR Patel,DJ Reekers,ES Szwarczynski,TN de Grooth,B Zuiderent,PW Borren,HJC Mol,Mudassar Bukhari,GMC Mol,J Smits,E Schiferli,PM Seelaar,0
England,South Africa,Leeds,22 August 2008,1,0,IR Bell,MJ Prior,OA Shah,KP Pietersen,A Flintoff,LJ Wright,RS Bopara,SR Patel,SCJ Broad,JM Anderson,SJ Harmison,HH Gibbs,GC Smith,JH Kallis,AB de Villiers,JP Duminy,MV Boucher,J Botha,VD Philander,A Nel,DW Steyn,M Ntini,0
Canada,West Indies,King City,22 August 2008,1,1,S Chattergoon,CH Gayle,LR Johnson,XM Marshall,SE Findlay,BP Nash,JE Taylor,DBL Powell,KAJ Roach,D Mohammed,CS Baugh,Mohammad Iqbal,Rizwan Cheema,A Bagai,AM Samad,RR David,S Dhaniram,AA Mulla,K Jethi,HS Baidwan,E Katchay,Sami Faridi,1
Sri Lanka,India,Colombo,24 August 2008,1,1,V Kohli,G Gambhir,Yuvraj Singh,SK Raina,S Badrinath,MS Dhoni,RG Sharma,Harbhajan Singh,P Kumar,Z Khan,MM Patel,ST Jayasuriya,KC Sangakkara,CK Kapugedera,DPMD Jayawardene,LPC Silva,TM Dilshan,WPUJC Vaas,KMDN Kulasekara,T Thushara,BAW Mendis,M Muralitharan,1
Ireland,Kenya,Stormont,24 August 2008,1,0,WTS Porterfield,GC Wilson,NJ OBrien,AC Botha,AR White,AR Cusack,R Strydom,AD Poynter,WK McCallan,WB Rankin,PC Connell,KO Otieno,AA Obanda,RR Patel,SO Tikolo,MA Ouma,TM Odoyo,JK Kamande,AO Suji,HA Varaiya,NN Odhiambo,PJ Ongondo,0
Canada,West Indies,King City,24 August 2008,1,0,Mohammad Iqbal,Rizwan Cheema,A Bagai,AM Samad,RR David,S Dhaniram,AA Mulla,WD Balaji Rao,K Jethi,HS Baidwan,E Katchay,S Chattergoon,CH Gayle,CS Baugh,LR Johnson,XM Marshall,BP Nash,JE Taylor,DBL Powell,NO Miller,D Mohammed,RR Sarwan,1
England,South Africa,Nottingham,26 August 2008,1,1,GC Smith,HH Gibbs,JH Kallis,AB de Villiers,JP Duminy,MV Boucher,J Botha,JA Morkel,A Nel,DW Steyn,M Ntini,IR Bell,MJ Prior,OA Shah,KP Pietersen,A Flintoff,PD Collingwood,SR Patel,LJ Wright,SCJ Broad,JM Anderson,SJ Harmison,0
Sri Lanka,India,Colombo,27 August 2008,1,1,V Kohli,G Gambhir,Yuvraj Singh,SK Raina,MS Dhoni,RG Sharma,S Badrinath,Harbhajan Singh,P Kumar,Z Khan,MM Patel,ST Jayasuriya,SM Warnapura,KC Sangakkara,DPMD Jayawardene,CK Kapugedera,TM Dilshan,WPUJC Vaas,KMDN Kulasekara,T Thushara,BAW Mendis,M Muralitharan,1
Sri Lanka,India,Colombo,29 August 2008,1,0,ST Jayasuriya,SM Warnapura,ML Udawatte,KC Sangakkara,DPMD Jayawardene,CK Kapugedera,J Mubarak,T Thushara,KMDN Kulasekara,BAW Mendis,CRD Fernando,V Kohli,G Gambhir,Yuvraj Singh,SK Raina,RG Sharma,MS Dhoni,IK Pathan,Z Khan,RP Singh,PP Ojha,MM Patel,0
England,South Africa,London,29 August 2008,1,0,IR Bell,MJ Prior,OA Shah,KP Pietersen,A Flintoff,PD Collingwood,SR Patel,LJ Wright,SCJ Broad,SJ Harmison,JM Anderson,HM Amla,HH Gibbs,JH Kallis,AB de Villiers,JP Duminy,MV Boucher,JA Morkel,J Botha,M Morkel,DW Steyn,M Ntini,0
Australia,Bangladesh,Darwin,30 August 2008,1,0,SE Marsh,JR Hopes,MJ Clarke,MEK Hussey,DJ Hussey,BJ Haddin,CL White,MG Johnson,B Geeves,NW Bracken,SR Clark,Tamim Iqbal,Mehrab Hossain jnr,Mohammad Ashraful,Raqibul Hasan,Shakib Al Hasan,Alok Kapali,Dhiman Ghosh,Abdur Razzak,Mashrafe Mortaza,Nazmul Hossain,Shahadat Hossain,0
England,South Africa,London,31 August 2008,1,1,HH Gibbs,HM Amla,JH Kallis,AB de Villiers,JP Duminy,MV Boucher,VD Philander,J Botha,M Morkel,DW Steyn,A Nel,IR Bell,MJ Prior,OA Shah,KP Pietersen,A Flintoff,PD Collingwood,SR Patel,LJ Wright,SCJ Broad,SJ Harmison,JM Anderson,0
Australia,Bangladesh,Darwin,3 September 2008,1,1,Tamim Iqbal,Mehrab Hossain jnr,Junaid Siddique,Mohammad Ashraful,Shakib Al Hasan,Alok Kapali,Dhiman Ghosh,Abdur Razzak,Mashrafe Mortaza,Nazmul Hossain,Shahadat Hossain,SE Marsh,SR Watson,MJ Clarke,MEK Hussey,JR Hopes,DJ Hussey,BJ Haddin,CL White,MG Johnson,NW Bracken,SR Clark,0
Australia,Bangladesh,Darwin,6 September 2008,1,0,SE Marsh,SR Watson,MJ Clarke,MEK Hussey,DJ Hussey,BJ Haddin,CL White,JR Hopes,MG Johnson,NW Bracken,SR Clark,Tamim Iqbal,Junaid Siddique,Mohammad Ashraful,Alok Kapali,Shakib Al Hasan,Mahmudullah,Dhiman Ghosh,Farhad Reza,Abdur Razzak,Mashrafe Mortaza,Shahadat Hossain,0
Bangladesh,New Zealand,Mirpur,9 October 2008,0,1,JD Ryder,BB McCullum,JM How,LRPL Taylor,SB Styris,DR Flynn,JDP Oram,DL Vettori,KD Mills,TG Southee,MR Gillespie,Tamim Iqbal,Junaid Siddique,Mushfiqur Rahim,Mohammad Ashraful,Shakib Al Hasan,Naeem Islam,Mashrafe Mortaza,Abdur Razzak,Shahadat Hossain,Syed Rasel,Mahmudullah,0
Bangladesh,New Zealand,Mirpur,11 October 2008,0,1,JD Ryder,BB McCullum,JM How,LRPL Taylor,SB Styris,DR Flynn,JDP Oram,DL Vettori,KD Mills,TG Southee,JS Patel,Tamim Iqbal,Junaid Siddique,Mushfiqur Rahim,Mohammad Ashraful,Shakib Al Hasan,Naeem Islam,Mahmudullah,Mashrafe Mortaza,Abdur Razzak,Shahadat Hossain,Syed Rasel,1
Bangladesh,New Zealand,Chittagong Divisional Stadium,14 October 2008,1,1,JD Ryder,BB McCullum,JM How,LRPL Taylor,SB Styris,JDP Oram,DR Flynn,DL Vettori,KD Mills,TG Southee,JS Patel,Tamim Iqbal,Junaid Siddique,Imrul Kayes,Mohammad Ashraful,Shakib Al Hasan,Naeem Islam,Mushfiqur Rahim,Mashrafe Mortaza,Abdur Razzak,Shahadat Hossain,Syed Rasel,1
Ireland,Zimbabwe,Nairobi,17 October 2008,1,1,H Masakadza,C Zhuwao,CJ Chibhabha,T Taibu,S Matsikenyeri,E Chigumbura,KM Dabengwa,T Maruma,P Utseya,RW Price,CB Mpofu,WTS Porterfield,NJ OBrien,GC Wilson,AC Botha,AR White,KJ OBrien,AR Cusack,DT Johnston,WK McCallan,PC Connell,WB Rankin,1
Kenya,Ireland,Nairobi,18 October 2008,1,1,WTS Porterfield,NJ OBrien,GC Wilson,AC Botha,AR White,KJ OBrien,AR Cusack,RM West,PC Connell,WB Rankin,WK McCallan,SR Waters,KO Otieno,RR Patel,SO Tikolo,MA Ouma,TM Odoyo,JK Kamande,RL Bhudia,HA Varaiya,LN Onyango,PJ Ongondo,1
Kenya,Zimbabwe,Nairobi,19 October 2008,0,0,SR Waters,DO Obuya,AA Obanda,SO Tikolo,MA Ouma,TM Odoyo,JK Kamande,NN Odhiambo,PJ Ongondo,HA Varaiya,E Otieno,T Maruma,H Masakadza,CJ Chibhabha,T Taibu,S Matsikenyeri,KM Dabengwa,E Chigumbura,RW Chakabva,P Utseya,RW Price,CB Mpofu,0
South Africa,Kenya,Bloemfontein,31 October 2008,0,0,HH Gibbs,HM Amla,JH Kallis,AB de Villiers,JP Duminy,JL Ontong,MV Boucher,JA Morkel,J Botha,M Morkel,M Zondeki,MA Ouma,SR Waters,AA Obanda,SO Tikolo,TM Odoyo,DO Obuya,JK Kamande,NN Odhiambo,HA Varaiya,PJ Ongondo,E Otieno,0
South Africa,Kenya,Kimberley,2 November 2008,1,1,MA Ouma,SR Waters,AA Obanda,SO Tikolo,TM Odoyo,DO Obuya,JK Kamande,NN Odhiambo,HA Varaiya,PJ Ongondo,E Otieno,HM Amla,HH Gibbs,JH Kallis,AB de Villiers,JP Duminy,JL Ontong,MV Boucher,JA Morkel,J Botha,J Louw,M Zondeki,0
South Africa,Bangladesh,Potchefstroom,7 November 2008,0,0,HM Amla,JL Ontong,JH Kallis,AB de Villiers,JP Duminy,MV Boucher,JA Morkel,J Botha,J Louw,M Morkel,DW Steyn,Tamim Iqbal,Imrul Kayes,Junaid Siddique,Mohammad Ashraful,Mushfiqur Rahim,Shakib Al Hasan,Raqibul Hasan,Naeem Islam,Mashrafe Mortaza,Abdur Razzak,Syed Rasel,0
South Africa,Bangladesh,Benoni,9 November 2008,1,0,HM Amla,GC Smith,JH Kallis,AB de Villiers,MV Boucher,JA Morkel,JP Duminy,J Botha,J Louw,M Morkel,DW Steyn,Tamim Iqbal,Imrul Kayes,Junaid Siddique,Mohammad Ashraful,Raqibul Hasan,Shakib Al Hasan,Naeem Islam,Mushfiqur Rahim,Abdur Razzak,Mashrafe Mortaza,Syed Rasel,0
Pakistan,West Indies,Abu Dhabi,12 November 2008,1,1,CH Gayle,S Chattergoon,RR Sarwan,S Chanderpaul,XM Marshall,CS Baugh,BP Nash,JE Taylor,DBL Powell,NO Miller,LS Baker,Salman Butt,Khurram Manzoor,Younis Khan,MisbahulHaq,Shoaib Malik,Shahid Afridi,Fawad Alam,Kamran Akmal,Sohail Tanvir,Abdur Rauf,Umar Gul,0
India,England,Rajkot,14 November 2008,1,0,G Gambhir,V Sehwag,SK Raina,Yuvraj Singh,YK Pathan,MS Dhoni,RG Sharma,Harbhajan Singh,Z Khan,RP Singh,MM Patel,IR Bell,MJ Prior,OA Shah,KP Pietersen,A Flintoff,PD Collingwood,SR Patel,RS Bopara,SCJ Broad,SJ Harmison,JM Anderson,0
Pakistan,West Indies,Abu Dhabi,14 November 2008,0,0,Salman Butt,Khurram Manzoor,Younis Khan,MisbahulHaq,Shoaib Malik,Kamran Akmal,Shahid Afridi,Sohail Tanvir,Iftikhar Anjum,Umar Gul,Saeed Ajmal,CH Gayle,S Chattergoon,RR Sarwan,S Chanderpaul,XM Marshall,SE Findlay,CS Baugh,JE Taylor,NO Miller,DBL Powell,LS Baker,0
Pakistan,West Indies,Abu Dhabi,16 November 2008,0,0,Salman Butt,Khurram Manzoor,Younis Khan,MisbahulHaq,Shoaib Malik,Shahid Afridi,Kamran Akmal,Sohail Tanvir,Umar Gul,Iftikhar Anjum,Saeed Ajmal,CH Gayle,S Chattergoon,RR Sarwan,S Chanderpaul,XM Marshall,SE Findlay,BP Nash,JE Taylor,NO Miller,DBL Powell,LS Baker,0
India,England,Indore,17 November 2008,0,0,G Gambhir,V Sehwag,SK Raina,RG Sharma,Yuvraj Singh,MS Dhoni,YK Pathan,Harbhajan Singh,Z Khan,RP Singh,MM Patel,IR Bell,MJ Prior,OA Shah,KP Pietersen,A Flintoff,PD Collingwood,SR Patel,RS Bopara,SCJ Broad,SJ Harmison,JM Anderson,0
India,England,Kanpur,20 November 2008,1,1,RS Bopara,IR Bell,KP Pietersen,PD Collingwood,A Flintoff,OA Shah,SR Patel,MJ Prior,GP Swann,SCJ Broad,JM Anderson,G Gambhir,V Sehwag,SK Raina,RG Sharma,Yuvraj Singh,MS Dhoni,YK Pathan,Harbhajan Singh,Z Khan,I Sharma,MM Patel,0
Zimbabwe,Sri Lanka,Harare Sports Club,20 November 2008,1,0,H Masakadza,V Sibanda,CJ Chibhabha,T Taibu,S Matsikenyeri,E Chigumbura,T Maruma,P Utseya,RW Price,T Mupariwa,CB Mpofu,WU Tharanga,ML Udawatte,KC Sangakkara,DPMD Jayawardene,CK Kapugedera,J Mubarak,MF Maharoof,T Thushara,BAW Mendis,M Muralitharan,KMDN Kulasekara,1
Zimbabwe,Sri Lanka,Harare Sports Club,22 November 2008,0,0,H Masakadza,V Sibanda,CJ Chibhabha,T Taibu,S Matsikenyeri,E Chigumbura,SC Williams,P Utseya,RW Price,T Mupariwa,CB Mpofu,WU Tharanga,ML Udawatte,KC Sangakkara,DPMD Jayawardene,CK Kapugedera,J Mubarak,MF Maharoof,T Thushara,BAW Mendis,M Muralitharan,KMDN Kulasekara,1
